timestamp,hour,minute,day_of_week,is_weekday,hour_sin,hour_cos,dow_sin,dow_cos,gpu_utilization,queue_depth,gpu_demand,gpu_demand_next_15m
2026-08-10 02:10:00,2,10,0,1,0.5372996083468238,0.8433914458128857,0.0,1.0,13.61,1,1.095,1.192
2026-08-10 02:15:00,2,15,0,1,0.5555702330196022,0.8314696123025452,0.0,1.0,15.91,1,1.117,1.122
2026-08-10 02:20:00,2,20,0,1,0.5735764363510462,0.8191520442889918,0.0,1.0,9.15,0,0.604,0.608
2026-08-10 02:25:00,2,25,0,1,0.5913096483635824,0.8064446042674827,0.0,1.0,13.66,2,1.192,0.973
2026-08-10 02:30:00,2,30,0,1,0.6087614290087207,0.7933533402912352,0.0,1.0,10.39,3,1.122,0.104
2026-08-10 02:35:00,2,35,0,1,0.6259234721840591,0.7798844830928818,0.0,1.0,8.97,0,0.608,0.45
2026-08-10 02:40:00,2,40,0,1,0.6427876096865393,0.766044443118978,0.0,1.0,11.18,1,0.973,1.456
2026-08-10 02:45:00,2,45,0,1,0.6593458151000688,0.7518398074789774,0.0,1.0,0.0,0,0.104,0.292
2026-08-10 02:50:00,2,50,0,1,0.6755902076156602,0.7372773368101241,0.0,1.0,8.63,1,0.45,1.558
2026-08-10 02:55:00,2,55,0,1,0.6915130557822694,0.7223639620597556,0.0,1.0,17.54,2,1.456,0.875
2026-08-10 03:00:00,3,0,0,1,0.7071067811865476,0.7071067811865476,0.0,1.0,9.93,0,0.292,0.438
2026-08-10 03:05:00,3,5,0,1,0.7223639620597555,0.6915130557822694,0.0,1.0,10.24,2,1.558,1.391
2026-08-10 03:10:00,3,10,0,1,0.737277336810124,0.6755902076156602,0.0,1.0,11.91,1,0.875,0.959
2026-08-10 03:15:00,3,15,0,1,0.7518398074789774,0.6593458151000688,0.0,1.0,9.86,1,0.438,0.541
2026-08-10 03:20:00,3,20,0,1,0.766044443118978,0.6427876096865394,0.0,1.0,14.57,2,1.391,1.608
2026-08-10 03:25:00,3,25,0,1,0.7798844830928817,0.6259234721840591,0.0,1.0,6.79,2,0.959,0.324
2026-08-10 03:30:00,3,30,0,1,0.7933533402912352,0.6087614290087207,0.0,1.0,6.48,1,0.541,0.971
2026-08-10 03:35:00,3,35,0,1,0.8064446042674825,0.5913096483635825,0.0,1.0,16.83,2,1.608,0.453
2026-08-10 03:40:00,3,40,0,1,0.8191520442889917,0.5735764363510462,0.0,1.0,3.8,1,0.324,1.292
2026-08-10 03:45:00,3,45,0,1,0.8314696123025451,0.5555702330196024,0.0,1.0,6.32,2,0.971,0.341
2026-08-10 03:50:00,3,50,0,1,0.8433914458128856,0.5372996083468239,0.0,1.0,6.87,2,0.453,0.696
2026-08-10 03:55:00,3,55,0,1,0.8549118706729466,0.5187732581605216,0.0,1.0,14.18,1,1.292,1.056
2026-08-10 04:00:00,4,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0,3.57,0,0.341,1.127
2026-08-10 04:05:00,4,5,0,1,0.8767267557075077,0.48098876891938774,0.0,1.0,4.24,1,0.696,0.679
2026-08-10 04:10:00,4,10,0,1,0.8870108331782217,0.46174861323503386,0.0,1.0,12.09,3,1.056,0.491
2026-08-10 04:15:00,4,15,0,1,0.8968727415326884,0.44228869021900125,0.0,1.0,10.91,1,1.127,0.749
2026-08-10 04:20:00,4,20,0,1,0.9063077870366498,0.4226182617406996,0.0,1.0,11.17,1,0.679,0.925
2026-08-10 04:25:00,4,25,0,1,0.9153114791194471,0.40274668985873724,0.0,1.0,10.7,1,0.491,1.632
2026-08-10 04:30:00,4,30,0,1,0.9238795325112867,0.38268343236508984,0.0,1.0,12.94,1,0.749,0.13
2026-08-10 04:35:00,4,35,0,1,0.9320078692827984,0.3624380382837017,0.0,1.0,14.63,2,0.925,0.878
2026-08-10 04:40:00,4,40,0,1,0.9396926207859084,0.3420201433256686,0.0,1.0,13.29,2,1.632,1.24
2026-08-10 04:45:00,4,45,0,1,0.9469301294951056,0.3214394653031617,0.0,1.0,4.52,0,0.13,0.34
2026-08-10 04:50:00,4,50,0,1,0.9537169507482268,0.3007057995042733,0.0,1.0,9.69,2,0.878,0.772
2026-08-10 04:55:00,4,55,0,1,0.9600498543859287,0.27982901403099203,0.0,1.0,10.05,1,1.24,0.943
2026-08-10 05:00:00,5,0,0,1,0.9659258262890683,0.25881904510252074,0.0,1.0,4.37,1,0.34,0.982
2026-08-10 05:05:00,5,5,0,1,0.9713420698132614,0.2376858923261731,0.0,1.0,10.17,1,0.772,1.032
2026-08-10 05:10:00,5,10,0,1,0.9762960071199334,0.2164396139381029,0.0,1.0,9.11,1,0.943,0.495
2026-08-10 05:15:00,5,15,0,1,0.9807852804032304,0.19509032201612833,0.0,1.0,9.5,4,0.982,0.631
2026-08-10 05:20:00,5,20,0,1,0.984807753012208,0.17364817766693041,0.0,1.0,14.18,1,1.032,1.154
2026-08-10 05:25:00,5,25,0,1,0.9883615104677607,0.1521233861899168,0.0,1.0,10.86,2,0.495,0.908
2026-08-10 05:30:00,5,30,0,1,0.9914448613738104,0.1305261922200517,0.0,1.0,10.92,1,0.631,1.119
2026-08-10 05:35:00,5,35,0,1,0.9940563382223196,0.10886687485196474,0.0,1.0,14.23,2,1.154,1.262
2026-08-10 05:40:00,5,40,0,1,0.9961946980917455,0.08715574274765814,0.0,1.0,6.16,1,0.908,0.927
2026-08-10 05:45:00,5,45,0,1,0.9978589232386035,0.06540312923014327,0.0,1.0,12.06,3,1.119,0.482
2026-08-10 05:50:00,5,50,0,1,0.9990482215818578,0.04361938736533601,0.0,1.0,15.75,2,1.262,0.627
2026-08-10 05:55:00,5,55,0,1,0.9997620270799091,0.021814885034560937,0.0,1.0,10.93,1,0.927,0.536
2026-08-10 06:00:00,6,0,0,1,1.0,6.123233995736766e-17,0.0,1.0,6.91,0,0.482,0.414
2026-08-10 06:05:00,6,5,0,1,0.9997620270799091,-0.02181488503456081,0.0,1.0,9.84,0,0.627,0.775
2026-08-10 06:10:00,6,10,0,1,0.9990482215818578,-0.04361938736533589,0.0,1.0,12.75,0,0.536,0.619
2026-08-10 06:15:00,6,15,0,1,0.9978589232386035,-0.06540312923014314,0.0,1.0,6.43,0,0.414,1.485
2026-08-10 06:20:00,6,20,0,1,0.9961946980917455,-0.08715574274765801,0.0,1.0,7.14,2,0.775,0.947
2026-08-10 06:25:00,6,25,0,1,0.9940563382223196,-0.10886687485196461,0.0,1.0,10.18,0,0.619,0.512
2026-08-10 06:30:00,6,30,0,1,0.9914448613738104,-0.1305261922200516,0.0,1.0,15.45,3,1.485,1.051
2026-08-10 06:35:00,6,35,0,1,0.9883615104677607,-0.1521233861899167,0.0,1.0,14.19,1,0.947,0.452
2026-08-10 06:40:00,6,40,0,1,0.984807753012208,-0.1736481776669303,0.0,1.0,6.83,0,0.512,1.482
2026-08-10 06:45:00,6,45,0,1,0.9807852804032304,-0.1950903220161282,0.0,1.0,6.91,1,1.051,1.789
2026-08-10 06:50:00,6,50,0,1,0.9762960071199334,-0.2164396139381028,0.0,1.0,8.1,0,0.452,0.182
2026-08-10 06:55:00,6,55,0,1,0.9713420698132614,-0.23768589232617318,0.0,1.0,13.78,2,1.482,1.286
2026-08-10 07:00:00,7,0,0,1,0.9659258262890683,-0.25881904510252063,0.0,1.0,18.49,2,1.789,0.0
2026-08-10 07:05:00,7,5,0,1,0.9600498543859287,-0.2798290140309919,0.0,1.0,7.08,1,0.182,0.0
2026-08-10 07:10:00,7,10,0,1,0.9537169507482269,-0.30070579950427295,0.0,1.0,9.05,1,1.286,0.619
2026-08-10 07:15:00,7,15,0,1,0.9469301294951057,-0.3214394653031616,0.0,1.0,0.0,0,0.0,1.203
2026-08-10 07:20:00,7,20,0,1,0.9396926207859084,-0.3420201433256685,0.0,1.0,2.02,1,0.0,0.684
2026-08-10 07:25:00,7,25,0,1,0.9320078692827986,-0.3624380382837016,0.0,1.0,9.49,1,0.619,1.045
2026-08-10 07:30:00,7,30,0,1,0.9238795325112868,-0.3826834323650895,0.0,1.0,11.62,1,1.203,0.936
2026-08-10 07:35:00,7,35,0,1,0.9153114791194472,-0.40274668985873713,0.0,1.0,10.8,1,0.684,1.041
2026-08-10 07:40:00,7,40,0,1,0.90630778703665,-0.42261826174069933,0.0,1.0,12.59,1,1.045,0.703
2026-08-10 07:45:00,7,45,0,1,0.8968727415326884,-0.44228869021900113,0.0,1.0,16.34,1,0.936,0.944
2026-08-10 07:50:00,7,50,0,1,0.8870108331782218,-0.4617486132350338,0.0,1.0,12.75,1,1.041,0.866
2026-08-10 07:55:00,7,55,0,1,0.8767267557075076,-0.48098876891938785,0.0,1.0,11.12,1,0.703,1.54
2026-08-10 08:00:00,8,0,0,1,0.8660254037844387,-0.4999999999999998,0.0,1.0,13.54,1,0.944,0.367
2026-08-10 08:05:00,8,5,0,1,0.8549118706729465,-0.5187732581605216,0.0,1.0,7.64,1,0.866,0.829
2026-08-10 08:10:00,8,10,0,1,0.8433914458128858,-0.5372996083468236,0.0,1.0,13.81,4,1.54,0.934
2026-08-10 08:15:00,8,15,0,1,0.8314696123025451,-0.5555702330196023,0.0,1.0,6.68,1,0.367,6.908
2026-08-10 08:20:00,8,20,0,1,0.8191520442889917,-0.5735764363510462,0.0,1.0,9.92,1,0.829,6.788
2026-08-10 08:25:00,8,25,0,1,0.8064446042674828,-0.5913096483635821,0.0,1.0,7.32,3,0.934,6.788
2026-08-10 08:30:00,8,30,0,1,0.7933533402912352,-0.6087614290087207,0.0,1.0,83.3,10,6.908,6.775
2026-08-10 08:35:00,8,35,0,1,0.7798844830928817,-0.6259234721840591,0.0,1.0,81.36,11,6.788,7.176
2026-08-10 08:40:00,8,40,0,1,0.7660444431189783,-0.642787609686539,0.0,1.0,81.65,10,6.788,6.934
2026-08-10 08:45:00,8,45,0,1,0.7518398074789774,-0.6593458151000688,0.0,1.0,85.18,11,6.775,6.774
2026-08-10 08:50:00,8,50,0,1,0.7372773368101241,-0.6755902076156602,0.0,1.0,81.86,10,7.176,7.356
2026-08-10 08:55:00,8,55,0,1,0.7223639620597556,-0.6915130557822693,0.0,1.0,91.16,11,6.934,7.775
2026-08-10 09:00:00,9,0,0,1,0.7071067811865476,-0.7071067811865475,0.0,1.0,84.7,10,6.774,7.175
2026-08-10 09:05:00,9,5,0,1,0.6915130557822694,-0.7223639620597555,0.0,1.0,92.5,11,7.356,7.76
2026-08-10 09:10:00,9,10,0,1,0.6755902076156604,-0.737277336810124,0.0,1.0,92.1,11,7.775,6.497
2026-08-10 09:15:00,9,15,0,1,0.659345815100069,-0.7518398074789773,0.0,1.0,91.59,10,7.175,7.145
2026-08-10 09:20:00,9,20,0,1,0.6427876096865391,-0.7660444431189782,0.0,1.0,93.73,11,7.76,7.714
2026-08-10 09:25:00,9,25,0,1,0.6259234721840592,-0.7798844830928817,0.0,1.0,86.49,12,6.497,7.43
2026-08-10 09:30:00,9,30,0,1,0.6087614290087209,-0.793353340291235,0.0,1.0,90.12,11,7.145,7.414
2026-08-10 09:35:00,9,35,0,1,0.5913096483635822,-0.8064446042674827,0.0,1.0,97.03,11,7.714,7.667
2026-08-10 09:40:00,9,40,0,1,0.5735764363510464,-0.8191520442889916,0.0,1.0,92.89,11,7.43,7.623
2026-08-10 09:45:00,9,45,0,1,0.5555702330196025,-0.831469612302545,0.0,1.0,95.78,12,7.414,7.917
2026-08-10 09:50:00,9,50,0,1,0.5372996083468238,-0.8433914458128857,0.0,1.0,94.34,11,7.667,7.763
2026-08-10 09:55:00,9,55,0,1,0.5187732581605218,-0.8549118706729464,0.0,1.0,93.57,12,7.623,8.0
2026-08-10 10:00:00,10,0,0,1,0.49999999999999994,-0.8660254037844387,0.0,1.0,95.28,12,7.917,8.0
2026-08-10 10:05:00,10,5,0,1,0.48098876891938763,-0.8767267557075077,0.0,1.0,96.84,11,7.763,7.785
2026-08-10 10:10:00,10,10,0,1,0.4617486132350339,-0.8870108331782217,0.0,1.0,100.0,12,8.0,7.031
2026-08-10 10:15:00,10,15,0,1,0.4422886902190017,-0.8968727415326881,0.0,1.0,99.29,13,8.0,7.241
2026-08-10 10:20:00,10,20,0,1,0.4226182617406995,-0.9063077870366499,0.0,1.0,93.65,12,7.785,7.514
2026-08-10 10:25:00,10,25,0,1,0.4027466898587373,-0.9153114791194471,0.0,1.0,92.96,10,7.031,7.446
2026-08-10 10:30:00,10,30,0,1,0.3826834323650899,-0.9238795325112867,0.0,1.0,89.95,13,7.241,7.14
2026-08-10 10:35:00,10,35,0,1,0.36243803828370136,-0.9320078692827987,0.0,1.0,96.09,12,7.514,7.029
2026-08-10 10:40:00,10,40,0,1,0.3420201433256689,-0.9396926207859083,0.0,1.0,86.21,13,7.446,6.398
2026-08-10 10:45:00,10,45,0,1,0.32143946530316175,-0.9469301294951056,0.0,1.0,90.31,12,7.14,7.174
2026-08-10 10:50:00,10,50,0,1,0.30070579950427334,-0.9537169507482268,0.0,1.0,82.79,13,7.029,6.95
2026-08-10 10:55:00,10,55,0,1,0.2798290140309927,-0.9600498543859285,0.0,1.0,82.23,9,6.398,6.533
2026-08-10 11:00:00,11,0,0,1,0.258819045102521,-0.9659258262890682,0.0,1.0,88.54,12,7.174,6.354
2026-08-10 11:05:00,11,5,0,1,0.23768589232617293,-0.9713420698132614,0.0,1.0,84.54,10,6.95,7.111
2026-08-10 11:10:00,11,10,0,1,0.21643961393810318,-0.9762960071199333,0.0,1.0,79.66,10,6.533,6.883
2026-08-10 11:15:00,11,15,0,1,0.19509032201612816,-0.9807852804032304,0.0,1.0,80.57,10,6.354,7.017
2026-08-10 11:20:00,11,20,0,1,0.17364817766693028,-0.984807753012208,0.0,1.0,83.06,11,7.111,0.611
2026-08-10 11:25:00,11,25,0,1,0.15212338618991708,-0.9883615104677607,0.0,1.0,85.41,10,6.883,1.042
2026-08-10 11:30:00,11,30,0,1,0.130526192220052,-0.9914448613738104,0.0,1.0,82.58,11,7.017,1.303
2026-08-10 11:35:00,11,35,0,1,0.10886687485196457,-0.9940563382223196,0.0,1.0,14.23,0,0.611,1.213
2026-08-10 11:40:00,11,40,0,1,0.0871557427476582,-0.9961946980917455,0.0,1.0,13.54,1,1.042,1.034
2026-08-10 11:45:00,11,45,0,1,0.06540312923014312,-0.9978589232386035,0.0,1.0,16.01,1,1.303,3.713
2026-08-10 11:50:00,11,50,0,1,0.043619387365335625,-0.9990482215818578,0.0,1.0,13.93,2,1.213,3.527
2026-08-10 11:55:00,11,55,0,1,0.021814885034561218,-0.9997620270799091,0.0,1.0,9.94,1,1.034,3.435
2026-08-10 12:00:00,12,0,0,1,1.2246467991473532e-16,-1.0,0.0,1.0,46.54,5,3.713,3.752
2026-08-10 12:05:00,12,5,0,1,-0.021814885034560975,-0.9997620270799091,0.0,1.0,49.49,5,3.527,3.436
2026-08-10 12:10:00,12,10,0,1,-0.04361938736533538,-0.9990482215818578,0.0,1.0,46.47,5,3.435,3.171
2026-08-10 12:15:00,12,15,0,1,-0.06540312923014287,-0.9978589232386035,0.0,1.0,47.99,5,3.752,3.255
2026-08-10 12:20:00,12,20,0,1,-0.08715574274765794,-0.9961946980917455,0.0,1.0,41.06,5,3.436,2.934
2026-08-10 12:25:00,12,25,0,1,-0.10886687485196432,-0.9940563382223196,0.0,1.0,41.74,4,3.171,4.126
2026-08-10 12:30:00,12,30,0,1,-0.13052619222005177,-0.9914448613738104,0.0,1.0,44.57,4,3.255,3.498
2026-08-10 12:35:00,12,35,0,1,-0.15212338618991683,-0.9883615104677607,0.0,1.0,45.23,5,2.934,3.257
2026-08-10 12:40:00,12,40,0,1,-0.17364817766693003,-0.9848077530122081,0.0,1.0,47.06,6,4.126,4.267
2026-08-10 12:45:00,12,45,0,1,-0.19509032201612792,-0.9807852804032305,0.0,1.0,44.55,6,3.498,4.052
2026-08-10 12:50:00,12,50,0,1,-0.21643961393810293,-0.9762960071199334,0.0,1.0,42.88,4,3.257,5.218
2026-08-10 12:55:00,12,55,0,1,-0.2376858923261727,-0.9713420698132615,0.0,1.0,54.5,6,4.267,4.996
2026-08-10 13:00:00,13,0,0,1,-0.2588190451025208,-0.9659258262890683,0.0,1.0,51.58,6,4.052,4.872
2026-08-10 13:05:00,13,5,0,1,-0.2798290140309925,-0.9600498543859286,0.0,1.0,68.93,8,5.218,5.292
2026-08-10 13:10:00,13,10,0,1,-0.30070579950427306,-0.9537169507482269,0.0,1.0,62.16,7,4.996,4.876
2026-08-10 13:15:00,13,15,0,1,-0.32143946530316153,-0.9469301294951057,0.0,1.0,60.14,7,4.872,5.79
2026-08-10 13:20:00,13,20,0,1,-0.34202014332566866,-0.9396926207859084,0.0,1.0,66.33,7,5.292,5.206
2026-08-10 13:25:00,13,25,0,1,-0.36243803828370114,-0.9320078692827987,0.0,1.0,65.0,7,4.876,6.174
2026-08-10 13:30:00,13,30,0,1,-0.38268343236508967,-0.9238795325112868,0.0,1.0,68.96,9,5.79,5.238
2026-08-10 13:35:00,13,35,0,1,-0.4027466898587371,-0.9153114791194472,0.0,1.0,65.09,7,5.206,6.469
2026-08-10 13:40:00,13,40,0,1,-0.4226182617406993,-0.90630778703665,0.0,1.0,75.16,9,6.174,5.683
2026-08-10 13:45:00,13,45,0,1,-0.44228869021900147,-0.8968727415326883,0.0,1.0,67.99,7,5.238,5.316
2026-08-10 13:50:00,13,50,0,1,-0.46174861323503413,-0.8870108331782216,0.0,1.0,73.7,9,6.469,5.275
2026-08-10 13:55:00,13,55,0,1,-0.4809887689193874,-0.8767267557075078,0.0,1.0,70.56,8,5.683,5.14
2026-08-10 14:00:00,14,0,0,1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,68.28,7,5.316,5.865
2026-08-10 14:05:00,14,5,0,1,-0.5187732581605216,-0.8549118706729465,0.0,1.0,67.98,8,5.275,5.662
2026-08-10 14:10:00,14,10,0,1,-0.5372996083468236,-0.8433914458128858,0.0,1.0,61.68,8,5.14,5.451
2026-08-10 14:15:00,14,15,0,1,-0.555570233019602,-0.8314696123025455,0.0,1.0,73.63,10,5.865,5.062
2026-08-10 14:20:00,14,20,0,1,-0.5735764363510458,-0.819152044288992,0.0,1.0,74.44,9,5.662,5.632
2026-08-10 14:25:00,14,25,0,1,-0.5913096483635824,-0.8064446042674825,0.0,1.0,66.09,9,5.451,5.609
2026-08-10 14:30:00,14,30,0,1,-0.6087614290087207,-0.7933533402912352,0.0,1.0,70.04,7,5.062,5.718
2026-08-10 14:35:00,14,35,0,1,-0.6259234721840591,-0.7798844830928818,0.0,1.0,71.55,9,5.632,5.966
2026-08-10 14:40:00,14,40,0,1,-0.6427876096865389,-0.7660444431189783,0.0,1.0,69.1,8,5.609,6.446
2026-08-10 14:45:00,14,45,0,1,-0.6593458151000688,-0.7518398074789774,0.0,1.0,71.3,8,5.718,6.085
2026-08-10 14:50:00,14,50,0,1,-0.6755902076156601,-0.7372773368101241,0.0,1.0,71.73,9,5.966,6.054
2026-08-10 14:55:00,14,55,0,1,-0.691513055782269,-0.722363962059756,0.0,1.0,71.44,9,6.446,5.964
2026-08-10 15:00:00,15,0,0,1,-0.7071067811865471,-0.7071067811865479,0.0,1.0,76.82,11,6.085,5.986
2026-08-10 15:05:00,15,5,0,1,-0.7223639620597557,-0.6915130557822692,0.0,1.0,75.34,9,6.054,5.798
2026-08-10 15:10:00,15,10,0,1,-0.7372773368101239,-0.6755902076156604,0.0,1.0,75.13,8,5.964,5.401
2026-08-10 15:15:00,15,15,0,1,-0.7518398074789773,-0.6593458151000691,0.0,1.0,74.4,9,5.986,6.31
2026-08-10 15:20:00,15,20,0,1,-0.7660444431189779,-0.6427876096865395,0.0,1.0,73.67,9,5.798,5.295
2026-08-10 15:25:00,15,25,0,1,-0.7798844830928814,-0.6259234721840596,0.0,1.0,66.15,9,5.401,6.035
2026-08-10 15:30:00,15,30,0,1,-0.7933533402912349,-0.6087614290087209,0.0,1.0,74.0,9,6.31,6.304
2026-08-10 15:35:00,15,35,0,1,-0.8064446042674827,-0.5913096483635822,0.0,1.0,67.5,8,5.295,6.206
2026-08-10 15:40:00,15,40,0,1,-0.8191520442889916,-0.5735764363510464,0.0,1.0,76.25,9,6.035,5.956
2026-08-10 15:45:00,15,45,0,1,-0.8314696123025452,-0.5555702330196022,0.0,1.0,78.45,10,6.304,6.094
2026-08-10 15:50:00,15,50,0,1,-0.8433914458128859,-0.5372996083468234,0.0,1.0,75.44,9,6.206,5.353
2026-08-10 15:55:00,15,55,0,1,-0.8549118706729466,-0.5187732581605214,0.0,1.0,76.01,9,5.956,6.535
2026-08-10 16:00:00,16,0,0,1,-0.8660254037844385,-0.5000000000000004,0.0,1.0,75.24,9,6.094,6.191
2026-08-10 16:05:00,16,5,0,1,-0.8767267557075072,-0.48098876891938847,0.0,1.0,69.97,9,5.353,5.858
2026-08-10 16:10:00,16,10,0,1,-0.8870108331782218,-0.4617486132350336,0.0,1.0,80.17,10,6.535,6.566
2026-08-10 16:15:00,16,15,0,1,-0.8968727415326883,-0.44228869021900136,0.0,1.0,79.06,9,6.191,5.355
2026-08-10 16:20:00,16,20,0,1,-0.9063077870366497,-0.42261826174069994,0.0,1.0,76.69,9,5.858,4.839
2026-08-10 16:25:00,16,25,0,1,-0.9153114791194471,-0.40274668985873735,0.0,1.0,75.04,9,6.566,6.645
2026-08-10 16:30:00,16,30,0,1,-0.9238795325112868,-0.3826834323650895,0.0,1.0,68.86,9,5.355,6.513
2026-08-10 16:35:00,16,35,0,1,-0.9320078692827984,-0.3624380382837018,0.0,1.0,69.21,8,4.839,6.741
2026-08-10 16:40:00,16,40,0,1,-0.9396926207859084,-0.34202014332566855,0.0,1.0,73.15,10,6.645,5.792
2026-08-10 16:45:00,16,45,0,1,-0.9469301294951056,-0.3214394653031618,0.0,1.0,79.2,11,6.513,6.64
2026-08-10 16:50:00,16,50,0,1,-0.9537169507482267,-0.3007057995042738,0.0,1.0,79.22,10,6.741,5.457
2026-08-10 16:55:00,16,55,0,1,-0.9600498543859286,-0.27982901403099236,0.0,1.0,72.03,9,5.792,4.78
2026-08-10 17:00:00,17,0,0,1,-0.9659258262890683,-0.25881904510252063,0.0,1.0,81.03,9,6.64,5.678
2026-08-10 17:05:00,17,5,0,1,-0.9713420698132613,-0.23768589232617343,0.0,1.0,69.81,9,5.457,5.919
2026-08-10 17:10:00,17,10,0,1,-0.9762960071199334,-0.21643961393810282,0.0,1.0,65.95,7,4.78,5.082
2026-08-10 17:15:00,17,15,0,1,-0.9807852804032303,-0.19509032201612866,0.0,1.0,68.62,8,5.678,4.568
2026-08-10 17:20:00,17,20,0,1,-0.9848077530122079,-0.1736481776669312,0.0,1.0,67.72,8,5.919,6.337
2026-08-10 17:25:00,17,25,0,1,-0.9883615104677608,-0.15212338618991628,0.0,1.0,64.08,7,5.082,5.196
2026-08-10 17:30:00,17,30,0,1,-0.9914448613738104,-0.13052619222005163,0.0,1.0,57.3,7,4.568,5.02
2026-08-10 17:35:00,17,35,0,1,-0.9940563382223195,-0.10886687485196507,0.0,1.0,74.98,9,6.337,5.112
2026-08-10 17:40:00,17,40,0,1,-0.9961946980917455,-0.08715574274765825,0.0,1.0,63.01,8,5.196,5.252
2026-08-10 17:45:00,17,45,0,1,-0.9978589232386035,-0.06540312923014273,0.0,1.0,63.37,8,5.02,5.026
2026-08-10 17:50:00,17,50,0,1,-0.9990482215818578,-0.04361938736533613,0.0,1.0,63.34,8,5.112,0.447
2026-08-10 17:55:00,17,55,0,1,-0.9997620270799091,-0.021814885034560836,0.0,1.0,65.06,7,5.252,0.577
2026-08-10 18:00:00,18,0,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,64.87,7,5.026,0.816
2026-08-10 18:05:00,18,5,0,1,-0.9997620270799091,0.021814885034560468,0.0,1.0,15.55,0,0.447,0.669
2026-08-10 18:10:00,18,10,0,1,-0.9990482215818578,0.043619387365335764,0.0,1.0,14.98,0,0.577,1.481
2026-08-10 18:15:00,18,15,0,1,-0.9978589232386036,0.06540312923014237,0.0,1.0,11.16,2,0.816,0.356
2026-08-10 18:20:00,18,20,0,1,-0.9961946980917455,0.08715574274765789,0.0,1.0,13.33,1,0.669,0.792
2026-08-10 18:25:00,18,25,0,1,-0.9940563382223196,0.10886687485196471,0.0,1.0,13.74,2,1.481,0.623
2026-08-10 18:30:00,18,30,0,1,-0.9914448613738105,0.13052619222005127,0.0,1.0,7.18,1,0.356,0.778
